Project,Subproject,Treatment,"Deployment Name","ID Type","Deployment ID","Sequence ID","Begin Time","End Time","Species Name","Common Name",Age,Sex,"Individually Identifiable",Count,"Actual Lat","Actual Lon",Fuzzed
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s235,2018-09-14T01:44:40,2018-09-14T01:44:46,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s236,2018-09-14T01:47:27,2018-09-14T01:47:34,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s236,2018-09-14T01:47:27,2018-09-14T01:47:34,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s237,2018-09-14T01:58:07,2018-09-14T01:58:14,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s238,2018-09-14T02:01:27,2018-09-14T02:01:34,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s239,2018-09-14T02:22:27,2018-09-14T02:22:42,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s24,2018-08-23T03:06:27,2018-08-23T03:09:24,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s240,2018-09-14T02:27:37,2018-09-14T02:27:45,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s241,2018-09-14T02:44:14,2018-09-14T02:44:29,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s242,2018-09-14T02:51:21,2018-09-14T02:51:28,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s242,2018-09-14T02:51:21,2018-09-14T02:51:28,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s243,2018-09-14T03:16:29,2018-09-14T03:24:31,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s244,2018-09-14T03:25:36,2018-09-14T03:25:44,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s245,2018-09-14T03:26:57,2018-09-14T03:27:04,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s246,2018-09-14T03:28:23,2018-09-14T03:28:49,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s247,2018-09-14T03:29:50,2018-09-14T03:32:06,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s247,2018-09-14T03:29:50,2018-09-14T03:32:06,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s248,2018-09-14T03:34:03,2018-09-14T03:34:10,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s248,2018-09-14T03:34:03,2018-09-14T03:34:10,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s249,2018-09-14T04:00:51,2018-09-14T04:00:58,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s249,2018-09-14T04:00:51,2018-09-14T04:00:58,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s25,2018-08-23T05:37:15,2018-08-23T05:37:22,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s250,2018-09-14T04:04:10,2018-09-14T04:05:38,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s250,2018-09-14T04:04:10,2018-09-14T04:05:38,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s251,2018-09-14T04:08:51,2018-09-14T04:09:37,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s251,2018-09-14T04:08:51,2018-09-14T04:09:37,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s252,2018-09-14T04:11:10,2018-09-14T04:11:16,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s252,2018-09-14T04:11:10,2018-09-14T04:11:16,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s253,2018-09-14T04:13:50,2018-09-14T04:13:57,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s253,2018-09-14T04:13:50,2018-09-14T04:13:57,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s254,2018-09-14T04:16:25,2018-09-14T04:16:32,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s254,2018-09-14T04:16:25,2018-09-14T04:16:32,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s255,2018-09-14T04:20:13,2018-09-14T04:21:58,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s255,2018-09-14T04:20:13,2018-09-14T04:21:58,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s256,2018-09-14T04:23:07,2018-09-14T04:23:16,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s256,2018-09-14T04:23:07,2018-09-14T04:23:16,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s257,2018-09-14T04:31:48,2018-09-14T04:31:57,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s257,2018-09-14T04:31:48,2018-09-14T04:31:57,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s258,2018-09-14T04:34:01,2018-09-14T04:34:08,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s258,2018-09-14T04:34:01,2018-09-14T04:34:08,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s259,2018-09-14T04:35:26,2018-09-14T04:35:33,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s259,2018-09-14T04:35:26,2018-09-14T04:35:33,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s26,2018-08-23T05:51:15,2018-08-23T05:53:53,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s260,2018-09-14T04:37:16,2018-09-14T04:37:24,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s260,2018-09-14T04:37:16,2018-09-14T04:37:24,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s261,2018-09-14T04:41:12,2018-09-14T04:41:19,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s261,2018-09-14T04:41:12,2018-09-14T04:41:19,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s262,2018-09-14T04:42:21,2018-09-14T04:42:28,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s262,2018-09-14T04:42:21,2018-09-14T04:42:28,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s263,2018-09-14T04:44:58,2018-09-14T04:45:27,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s263,2018-09-14T04:44:58,2018-09-14T04:45:27,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s264,2018-09-14T04:48:11,2018-09-14T04:48:18,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s264,2018-09-14T04:48:11,2018-09-14T04:48:18,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s265,2018-09-14T04:49:28,2018-09-14T04:50:10,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s265,2018-09-14T04:49:28,2018-09-14T04:50:10,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s266,2018-09-14T04:51:49,2018-09-14T04:52:05,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s266,2018-09-14T04:51:49,2018-09-14T04:52:05,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s267,2018-09-14T04:53:12,2018-09-14T04:54:24,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s267,2018-09-14T04:53:12,2018-09-14T04:54:24,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s268,2018-09-14T04:57:04,2018-09-14T04:57:10,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s268,2018-09-14T04:57:04,2018-09-14T04:57:10,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s269,2018-09-14T05:00:20,2018-09-14T05:00:27,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s269,2018-09-14T05:00:20,2018-09-14T05:00:27,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s27,2018-08-23T06:01:16,2018-08-23T06:01:23,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s270,2018-09-14T05:03:07,2018-09-14T05:03:14,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s270,2018-09-14T05:03:07,2018-09-14T05:03:14,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s271,2018-09-14T05:11:45,2018-09-14T05:13:58,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s271,2018-09-14T05:11:45,2018-09-14T05:13:58,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s272,2018-09-14T05:15:28,2018-09-14T05:15:37,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s272,2018-09-14T05:15:28,2018-09-14T05:15:37,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s273,2018-09-14T05:18:00,2018-09-14T05:20:17,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s273,2018-09-14T05:18:00,2018-09-14T05:20:17,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s274,2018-09-14T05:22:17,2018-09-14T05:27:55,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s274,2018-09-14T05:22:17,2018-09-14T05:27:55,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s275,2018-09-14T05:30:03,2018-09-14T05:30:11,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s275,2018-09-14T05:30:03,2018-09-14T05:30:11,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s276,2018-09-14T05:31:32,2018-09-14T05:31:38,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s276,2018-09-14T05:31:32,2018-09-14T05:31:38,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s277,2018-09-14T05:33:47,2018-09-14T05:51:12,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s277,2018-09-14T05:33:47,2018-09-14T05:51:12,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s278,2018-09-14T05:53:50,2018-09-14T05:54:11,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s278,2018-09-14T05:53:50,2018-09-14T05:54:11,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s279,2018-09-14T05:55:39,2018-09-14T05:56:03,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s279,2018-09-14T05:55:39,2018-09-14T05:56:03,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s28,2018-08-23T06:49:26,2018-08-23T06:51:27,"Bos taurus","Domestic Cow",Unknown,Unknown,N,5,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s280,2018-09-14T06:01:15,2018-09-14T06:01:23,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s280,2018-09-14T06:01:15,2018-09-14T06:01:23,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s281,2018-09-14T06:11:46,2018-09-14T06:11:51,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s281,2018-09-14T06:11:46,2018-09-14T06:11:51,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s282,2018-09-14T06:13:02,2018-09-14T06:14:03,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s282,2018-09-14T06:13:02,2018-09-14T06:14:03,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s283,2018-09-14T06:16:26,2018-09-14T06:16:34,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s283,2018-09-14T06:16:26,2018-09-14T06:16:34,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s284,2018-09-14T06:20:03,2018-09-14T06:20:10,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s284,2018-09-14T06:20:03,2018-09-14T06:20:10,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s285,2018-09-14T06:22:51,2018-09-14T06:39:15,"Bos taurus","Domestic Cow",Unknown,Unknown,N,3,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s285,2018-09-14T06:22:51,2018-09-14T06:39:15,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s286,2018-09-14T06:46:25,2018-09-14T06:46:32,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s287,2018-09-14T06:48:27,2018-09-14T06:49:29,"Bos taurus","Domestic Cow",Unknown,Unknown,N,2,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s287,2018-09-14T06:48:27,2018-09-14T06:49:29,"No Animal","No Animal",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s288,2018-09-14T06:51:19,2018-09-14T06:51:35,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s289,2018-09-14T06:53:07,2018-09-14T06:53:14,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s29,2018-08-23T06:53:45,2018-08-23T06:53:50,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s290,2018-09-14T08:56:28,2018-09-14T08:57:27,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s290,2018-09-14T08:56:28,2018-09-14T08:57:27,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,6,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s290,2018-09-14T08:56:28,2018-09-14T08:57:27,"Cervus elaphus","Elk aka Red Deer",Juvenile,Unknown,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s291,2018-09-14T13:02:09,2018-09-14T13:02:17,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s292,2018-09-15T14:18:30,2018-09-15T14:18:39,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s293,2018-09-15T14:20:04,2018-09-15T14:20:11,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,1,47.09591,-113.23808,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem082.20180820,Researcher,d47115,d47115s294,2018-09-15T14:27:44,2018-09-15T14:27:53,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,1,47.09591,-113.23808,False
