deployment_id,deployment_name,proposed_date_out,proposed_retrieval_date,actual_date_out,retrieval_date,proposed_lat,proposed_long,actual_lat,actual_long,fuzzed,project_id,project_name,sub_project_id,sub_project_name,sub_project_design,plot_name,plot_treatment,camera_failure_details,deployment_notes,bait_type,bait_description,feature,feature_type_methodology,image_resolution_setting,detection_distance,sensitivity_setting,quiet_period_setting,camera_id
"d44321","BAC.TRMR_Rec026_Mem073.20180519","","","2000-01-01","2000-01-01","","","48.10576","-112.69863","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec026"
"d44319","BAC.TRMR_Rec013_Mem060.20180519","","","2018-05-19","2018-06-17","","","48.11704","-112.66248","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21","","","Rec013"
"d44323","BAC.TRMR_Rec029_Mem010.20180520","","","2018-05-20","2018-05-29","","","48.08226","-112.66644","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Unknown Failure","","No Bait","","Not Entered","","","19.2","","","Rec029"
"d44320","BAC.TRMR_Rec023_Mem069.20180519","","","2018-05-19","2018-06-16","","","48.11416","-112.67300","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","24.7","","","Rec023"
"d44104","T1AC15","","","2018-05-26","2018-06-14","","","47.15261","-112.45343","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T1AC15"
"d44101","T1AC12","","","2018-05-20","2018-06-02","","","47.15075","-112.43648","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T1AC12"
"d44318","BAC.TRMR_Rec015_Mem048.20180519","","","2018-05-19","2018-06-16","","","48.10200","-112.68791","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec015"
"d44098","T1AC9","","","2018-05-20","2018-06-15","","","47.14007","-112.43150","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T1AC9"
"d44097","T1AC8","","","2018-05-26","2018-06-14","","","47.14607","-112.45317","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T1AC8"
"d44096","T1AC7","","","2018-05-20","2018-06-15","","","47.13635","-112.43608","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T1AC7"
"d44090","T1AC1","","","2018-05-22","2018-06-17","","","47.13897","-112.44198","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T1AC1"
"d44295","BAC.BRKO_Rec051_Mem068.20180510","","","2018-05-10","2018-06-15","","","47.55213","-112.16454","False","p211","Montana Ranch Survey","sp1424","Broken O Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","22.9","","","Rec051"
"d44093","T1AC4","","","2018-05-20","2018-06-15","","","47.15433","-112.43195","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T1AC4"
"d44291","BAC.BRKO_Rec050_Mem034.20180510","","","2018-05-10","2018-06-15","","","47.51160","-112.19476","False","p211","Montana Ranch Survey","sp1424","Broken O Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","26.5","","","Rec050"
"d44293","BAC.BRKO_Rec009_Mem053.20180510","","","2018-05-10","2018-06-15","","","47.55238","-112.13918","False","p211","Montana Ranch Survey","sp1424","Broken O Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec009"
"d44099","T1AC10","","","2018-05-26","2018-06-14","","","47.15082","-112.45642","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T1AC10"
"d44290","BAC.BRKO_Rec003_Mem031.20180510","","","2018-05-10","2018-06-14","","","47.47522","-112.18108","False","p211","Montana Ranch Survey","sp1424","Broken O Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec003"
"d44297","BAC.BRKO_Rec025_Mem072.20180510","","","2018-05-10","2018-06-02","","","47.44175","-112.12704","False","p211","Montana Ranch Survey","sp1424","Broken O Ranch","","","","Unknown Failure","Camera ran out of battery on 6/3/18 3:21","No Bait","","Not Entered","","","18.3","","","Rec025"
"d44296","BAC.BRKO_Rec016_Mem070.20180510","","","2018-05-10","2018-05-24","","","47.47697","-112.15371","False","p211","Montana Ranch Survey","sp1424","Broken O Ranch","","","","Unknown Failure","Camera knocked over and card filled on 6/2/18","No Bait","","Not Entered","","","16.5","","","Rec016"
"d39055","BAC.BAND_Rec016_Mem050.20180308","","","2018-03-08","2018-04-19","","","47.06769","-113.23783","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","20","","","Rec016"
"d44299","BAC.BRKO_Rec024_Mem092.20180510","","","2018-05-10","2018-06-14","","","47.53499","-112.04589","False","p211","Montana Ranch Survey","sp1424","Broken O Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.3","","","Rec024"
"d44110","T1WC6","","","2018-05-19","2018-06-14","","","47.13714","-112.31896","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T1WC6"
"d44294","BAC.BRKO_Rec033_Mem057.20180510","","","2018-05-10","2018-06-14","","","47.51183","-112.05849","False","p211","Montana Ranch Survey","sp1424","Broken O Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec033"
"d44288","BAC.BRKO_Rec037_Mem008.20180510","","","2018-05-10","2018-06-12","","","47.56392","-111.99820","False","p211","Montana Ranch Survey","sp1424","Broken O Ranch","","","","Unknown Failure","Knocked over by cows on 6/12/18 10:34","No Bait","","Not Entered","","","21.9","","","Rec037"
"d44300","BAC.BRKO_Rec017_Mem094.20180510","","","2018-05-10","2018-05-15","","","47.54728","-111.96477","False","p211","Montana Ranch Survey","sp1424","Broken O Ranch","","","","Unknown Failure","Camera knocked over by cows on 5/15/18 12:18","No Bait","","Not Entered","","","21.9","","","Rec017"
"d44303","BAC.BAND_Rec014_Mem005.20180513","","","2018-05-13","2018-06-12","","","47.09827","-113.21721","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec014"
"d44305","BAC.BAND_Rec012_Mem013.20180513","","","2018-05-13","2018-06-12","","","47.10631","-113.20892","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec012"
"d44307","BAC.BAND_Rec021_Mem050.20180513","","","2018-05-13","2018-06-12","","","47.08880","-113.21832","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec021"
"d44308","BAC.BAND_Rec002_Mem054.20180513","","","2018-05-13","2018-06-12","","","47.09900","-113.23128","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec002"
"d44304","BAC.BAND_Rec019_Mem011.20180513","","","2018-05-13","2018-06-12","","","47.09472","-113.19833","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","Walk test not working on camera (light not flashing). Detection distance was estimated at ~20 m.","No Bait","","Not Entered","","","20","","","Rec019"
"d44830","T2WC10","","","2018-06-16","2018-07-16","","","47.14816","-112.30865","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","ONLY UP FOR TWO WEEKS","No Bait","","Not Entered","","","15","","","T2WC10"
"d46226","T3WC8","","","2018-07-16","2018-08-18","","","47.14696","-112.30114","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3WC8"
"d44816","T2AC11","","","2018-06-15","2018-07-15","","","47.14854","-112.43942","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T2AC11"
"d44309","BAC.BAND_Rec043_Mem088.20180513","","","2018-05-13","2018-06-12","","","47.09101","-113.23380","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec043"
"d44306","BAC.BAND_Rec063_Mem033.20180513","","","2018-05-13","2018-06-12","","","47.07336","-113.26239","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","Grass grew up in front of camera, causing it to misfire often towards the end of the deployment.","No Bait","","Not Entered","","","15.5","","","Rec063"
"d44809","T2AC4","","","2018-06-15","2018-07-15","","","47.13721","-112.43442","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T2AC4"
"d46208","T3AC5","","","2018-07-15","2018-08-22","","","47.14719","-112.44201","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3AC5"
"d46222","T3WC4","","","2018-07-15","2018-08-21","","","47.13947","-112.32182","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3WC4"
"d46076","BAC.BRKO_Rec016_Mem016.20180614","","","2018-06-14","2018-06-28","","","47.44051","-112.16768","False","p211","Montana Ranch Survey","sp1424","Broken O Ranch","","","","Unknown Failure","Camera knocked over by cows on 6/28/18 6:49","No Bait","","Not Entered","","","14.6","","","Rec016"
"d46213","T3AC10","","","2018-07-14","2018-08-21","","","47.13903","-112.45284","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3AC10"
"d44827","T2WC7","","","2018-06-30","2018-07-16","","","47.13102","-112.27888","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T2WC7"
"d44831","T2WC11","","","2018-06-30","2018-07-02","","","47.12763","-112.28511","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","Camera taken out by elk early, found stuck pointing at tree, some pics corrupted","No Bait","","Not Entered","","","15","","","T2WC11"
"d44315","BAC.BAND_Rec061_Mem103.20180513","","","2018-05-13","2018-06-12","","","47.05474","-113.23136","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","27.4","","","Rec061"
"d46088","BAC.BRKO_Rec051_Mem037.20180615","","","2018-06-15","2018-07-24","","","47.52603","-112.22980","False","p211","Montana Ranch Survey","sp1424","Broken O Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","23.8","","","Rec051"
"d46228","T3WC10","","","2018-07-16","2018-08-23","","","47.13555","-112.27941","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3WC10"
"d46214","T3AC11","","","2018-07-14","2018-08-21","","","47.14846","-112.45183","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3AC11"
"d46225","T3WC7","","","2018-07-16","2018-08-23","","","47.12422","-112.28435","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3WC7"
"d46205","T3AC2","","","2018-07-15","2018-08-22","","","47.13988","-112.43893","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3AC2"
"d44821","T2WC1","","","2018-06-30","2018-07-12","","","47.12245","-112.28873","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","BEAR PULLED DOWN CAM","No Bait","","Not Entered","","","15","","","T2WC1"
"d46082","BAC.BRKO_Rec018_Mem052.20180614","","","2018-06-14","2018-07-23","","","47.50931","-112.10842","False","p211","Montana Ranch Survey","sp1424","Broken O Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec018"
"d46219","T3WC1","","","2018-07-15","2018-07-25","","","47.12318","-112.29422","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","Camera ripped from tree - signs in area point to Bear(claw marks on tree + bear scat 10ft from cam) (Prob Black) - but of course you never get the culprit on camera!","No Bait","","Not Entered","","","15","","","T3WC1"
"d46212","T3AC9","","","2018-07-15","2018-08-22","","","47.14526","-112.44846","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3AC9"
"d46075","BAC.BRKO_Rec003_Mem064.20180614","","","2018-06-14","2018-07-23","","","47.42426","-112.06847","False","p211","Montana Ranch Survey","sp1424","Broken O Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec003"
"d46216","T3AC13","","","2018-07-15","2018-08-22","","","47.13763","-112.43107","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3AC13"
"d44812","T2AC7","","","2018-06-14","2018-07-14","","","47.15238","-112.45159","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","CAMER ANGLED LOW","No Bait","","Not Entered","","","15","","","T2AC7"
"d46064","BAC.BAND_Rec058_Mem004.20180612","","","2018-06-12","2018-07-26","","","47.08549","-113.22930","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","20.1","","","Rec058"
"d44314","BAC.BAND_Rec062_Mem102.20180513","","","2018-05-13","2018-06-12","","","47.05859","-113.23916","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec062"
"d46063","BAC.BAND_Rec021_Mem029.20180612","","","2018-06-12","2018-07-26","","","47.09181","-113.22171","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec021"
"d46061","BAC.BAND_Rec014_Mem044.20180612","","","2018-06-12","2018-07-26","","","47.09556","-113.21304","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec014"
"d46068","BAC.BAND_Rec002_Mem003.20180612","","","2018-06-12","2018-07-26","","","47.10254","-113.23515","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec002"
"d44811","T2AC6","","","2018-06-15","2018-07-15","","","47.14266","-112.42633","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T2AC6"
"d46204","T3AC1","","","2018-07-14","2018-08-21","","","47.14215","-112.45584","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3AC1"
"d46211","T3AC8","","","2018-07-15","2018-08-22","","","47.14548","-112.42614","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3AC8"
"d46060","BAC.BAND_Rec012_Mem043.20180612","","","2018-06-12","2018-07-26","","","47.10629","-113.20364","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec012"
"d46215","T3AC12","","","2018-07-14","2018-08-21","","","47.14902","-112.45899","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3AC12"
"d46218","T3AC15","","","2018-07-14","2018-08-21","","","47.14227","-112.45941","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3AC15"
"d46066","BAC.BAND_Rec043_Mem012.20180612","","","2018-06-12","2018-07-26","","","47.09861","-113.22608","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec043"
"d44316","BAC.BAND_Rec006_Mem104.20180513","","","2018-05-13","2018-06-12","","","47.08075","-113.23380","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","20.1","","","Rec006"
"d46223","T3WC5","","","2018-07-16","2018-08-22","","","47.13548","-112.30002","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3WC5"
"d46067","BAC.BAND_Rec059_Mem027.20180612","","","2018-06-12","2018-07-26","","","47.11211","-113.23313","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","9.1","","","Rec059"
"d44817","T2AC12","","","2018-06-15","2018-07-15","","","47.14985","-112.42980","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T2AC12"
"d46221","T3WC3","","","2018-07-15","2018-08-21","","","47.13483","-112.31734","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3WC3"
"d46062","BAC.BAND_Rec019_Mem047.20180612","","","2018-06-12","2018-07-27","","","47.09872","-113.19834","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","Rec019"
"d46065","BAC.BAND_Rec006_Mem006.20180612","","","2018-06-12","2018-07-26","","","47.07988","-113.24133","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21.9","","","Rec006"
"d44835","T2WC15","","","2018-06-30","2018-07-14","","","47.13141","-112.30704","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","Only up for two weeks","No Bait","","Not Entered","","","15","","","T2WC15"
"d44829","T2WC9","","","2018-06-30","2018-07-14","","","47.14563","-112.31602","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T2WC9"
"d44311","BAC.BAND_Rec053_Mem099.20180513","","","2018-05-13","2018-05-23","","","47.06828","-113.24529","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","Walk test not working (light not flashing). Estimated detection distance of ~15 m. Camera knocked over upon retrieval. Camera became useless on 5/23/18 5:58","No Bait","","Not Entered","","","15","","","Rec053"
"d44828","T2WC8","","","2018-06-15","2018-07-14","","","47.12669","-112.31014","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T2WC8"
"d44814","T2AC9","","","2018-06-14","2018-07-14","","","47.14242","-112.45235","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","CAMERA AT BAD ANGLE","No Bait","","Not Entered","","","15","","","T2AC9"
"d44313","BAC.BAND_Rec064_Mem101.20180513","","","2018-05-13","2018-06-12","","","47.07343","-113.23574","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","Camera fell over on 6/12/18 12: 20 and became useless.","No Bait","","Not Entered","","","22.9","","","Rec064"
"d44822","T2WC2","","","2018-06-15","2018-07-14","","","47.12271","-112.31577","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T2WC2"
"d46217","T3AC14","","","2018-07-15","2018-08-14","","","47.14611","-112.42930","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3AC14"
"d46224","T3WC6","","","2018-07-15","2018-08-21","","","47.13069","-112.31048","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3WC6"
"d46227","T3WC9","","","2018-07-16","2018-08-22","","","47.14462","-112.31023","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3WC9"
"d46206","T3AC3","","","2018-07-14","2018-08-21","","","47.14209","-112.44745","False","p211","Montana Ranch Survey","sp1422","Alice Creek Fire","","","","Camera Functioning","Pretty sure fly landed on camera","No Bait","","Not Entered","","","15","","","T3AC3"
"d46073","BAC.BAND_Rec062_Mem014.20180612","","","2018-06-12","2018-07-27","","","47.07661","-113.26606","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec062"
"d44310","BAC.BAND_Rec059_Mem093.20180513","","","2018-05-13","2018-06-12","","","47.10471","-113.23648","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec059"
"d44824","T2WC4","","","2018-06-14","2018-07-15","","","47.13998","-112.31756","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning"," ","No Bait","","Not Entered","","","15","","","T2WC4"
"d46229","T3WC11","","","2018-07-16","2018-08-22","","","47.14004","-112.30401","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3WC11"
"d46070","BAC.BAND_Rec063_Mem040.20180612","","","2018-06-12","2018-07-27","","","47.06248","-113.23319","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec063"
"d47101","BAC.BAND_Rec012_Mem096.20180726","","","2018-07-26","2018-08-20","","","47.10466","-113.20672","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11","","","Rec012"
"d47097","BAC.BAND_Rec052_Mem021.20180726","","","2018-07-26","2018-08-20","","","47.11178","-113.23762","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec052"
"d47111","BAC.BAND_Rec063_Mem036.20180727","","","2018-07-27","2018-08-20","","","47.06020","-113.23441","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec063"
"d47116","BAC.BAND_Rec021_Mem095.20180820","","","2018-08-20","2018-09-14","","","47.08937","-113.23072","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21","","","Rec021"
"d47108","BAC.BAND_Rec060_Mem083.20180727","","","2018-07-27","2018-08-20","","","47.07034","-113.26808","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec060"
"d47112","BAC.BAND_Rec059_Mem086.20180820","","","2018-08-20","2018-09-14","","","47.11338","-113.22943","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec059"
"d47104","BAC.BAND_Rec006_Mem069.20180727","","","2018-07-27","2018-08-20","","","47.08899","-113.20846","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec006"
"d47105","BAC.BAND_Rec014_Mem073.20180727","","","2018-07-27","2018-08-20","","","47.09271","-113.20021","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec014"
"d47119","BAC.BAND_Rec006_Mem077.20180820","","","2018-08-20","2018-09-18","","","47.09632","-113.20229","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec006"
"d46232","T3WC14","","","2018-07-16","2018-07-29","","","47.13040","-112.28449","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3WC14"
"d47126","BAC.BAND_Rec062_Mem076.20180821","","","2018-08-21","2018-09-18","","","47.06873","-113.25983","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec062"
"d47113","BAC.BAND_Rec052_Mem078.20180820","","","2018-08-20","2018-09-18","","","47.10552","-113.22826","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec052"
"d47103","BAC.BAND_Rec021_Mem010.20180726","","","2018-07-26","2018-08-20","","","47.08368","-113.23343","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec021"
"d47110","BAC.BAND_Rec064_Mem032.20180727","","","2018-07-27","2018-08-20","","","47.06816","-113.23331","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec064"
"d47114","BAC.BAND_Rec002_Mem061.20180820","","","2018-08-20","2018-09-14","","","47.10294","-113.23841","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec002"
"d47099","BAC.BAND_Rec002_Mem066.20180726","","","2018-07-26","2018-08-20","","","47.10396","-113.23225","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec002"
"d47123","BAC.BAND_Rec063_Mem054.20180820","","","2018-08-20","2018-09-18","","","47.05711","-113.23505","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec063"
"d47125","BAC.BAND_Rec060_Mem057.20180821","","","2018-08-21","2018-09-18","","","47.05623","-113.25514","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21.9","","","Rec060"
"d47124","BAC.BAND_Rec019_Mem031.20180820","","","2018-08-20","2018-09-18","","","47.04886","-113.23682","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11","","","Rec019"
"d46231","T3WC13","","","2018-07-16","2018-08-22","","","47.12884","-112.29433","False","p211","Montana Ranch Survey","sp1423","Wolf Creek Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","T3WC13"
"d47118","BAC.BAND_Rec028_Mem041.20180820","","","2018-08-20","2018-09-21","","","47.10318","-113.21854","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec028"
"d47120","BAC.BAND_Rec014_Mem097.20180820","","","2018-08-20","2018-09-18","","","47.07563","-113.24532","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec014"
"d47109","BAC.BAND_Rec062_Mem000.20180727","","","2018-07-27","2018-08-21","","","47.06731","-113.25788","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec062"
